Latitude (decimal degrees):	59.246
Longitude (decimal degrees):	18.035
Elevation (m):	57
Radiation database:	PVGIS-SARAH3


Slope: 42 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220119:0211,0.0,0.0,0.0,1.83,4.28,0.0
20220119:0311,0.0,0.0,0.0,2.23,4.34,0.0
20220119:0411,0.0,0.0,0.0,2.6,4.62,0.0
20220119:0511,0.0,0.0,0.0,3.13,5.17,0.0
20220119:0611,0.0,0.0,0.0,3.6,5.86,0.0
20220119:0711,0.0,0.0,0.0,3.8,6.21,0.0
20220119:0811,1.49,8.97,3.38,4.17,6.62,0.0
20220119:0911,430.3,484.56,7.44,4.35,6.83,0.0
20220119:1011,98.07,125.26,9.83,4.65,6.83,0.0
20220119:1111,15.55,30.48,10.36,4.85,6.83,0.0
20220119:1211,2.89,11.65,9.0,4.94,6.9,0.0
20220119:1311,0.0,5.38,5.86,4.94,6.76,0.0
20220119:1411,0.0,0.0,0.0,4.88,6.76,0.0
20220119:1511,0.0,0.0,0.0,4.77,6.76,0.0
20220119:1611,0.0,0.0,0.0,4.61,6.69,0.0
20220119:1711,0.0,0.0,0.0,4.37,6.55,0.0
20220119:1811,0.0,0.0,0.0,4.01,6.48,0.0
20220119:1911,0.0,0.0,0.0,3.68,6.41,0.0
20220119:2011,0.0,0.0,0.0,3.22,6.28,0.0
20220119:2111,0.0,0.0,0.0,2.65,6.0,0.0
20220119:2211,0.0,0.0,0.0,2.03,4.83,0.0
20220119:2311,0.0,0.0,0.0,1.26,2.07,0.0
20220120:0011,0.0,0.0,0.0,-0.18,7.03,0.0
20220120:0111,0.0,0.0,0.0,-1.07,7.93,0.0
20220120:0211,0.0,0.0,0.0,-1.52,7.93,0.0
20220120:0311,0.0,0.0,0.0,-1.81,7.31,0.0
20220120:0411,0.0,0.0,0.0,-1.94,7.31,0.0
20220120:0511,0.0,0.0,0.0,-1.9,7.31,0.0
20220120:0611,0.0,0.0,0.0,-1.72,7.79,0.0
20220120:0711,0.0,0.0,0.0,-2.15,8.07,0.0
20220120:0811,123.2,148.85,3.56,-1.7,8.07,0.0
20220120:0911,467.89,511.35,7.63,-1.17,8.48,0.0
20220120:1011,546.16,595.59,10.03,-0.94,8.9,0.0
20220120:1111,205.8,234.59,10.58,-0.94,9.03,0.0
20220120:1211,286.61,318.18,9.23,-1.25,9.03,0.0
20220120:1311,73.34,95.46,6.08,-1.67,8.83,0.0
20220120:1411,0.0,0.0,0.0,-1.94,8.41,0.0
20220120:1511,0.0,0.0,0.0,-2.01,8.0,0.0
20220120:1611,0.0,0.0,0.0,-1.95,7.59,0.0
20220120:1711,0.0,0.0,0.0,-1.45,7.52,0.0
20220120:1811,0.0,0.0,0.0,-0.88,7.52,0.0
20220120:1911,0.0,0.0,0.0,-0.83,7.52,0.0
20220120:2011,0.0,0.0,0.0,-0.7,7.45,0.0
20220120:2111,0.0,0.0,0.0,-0.66,7.17,0.0
20220120:2211,0.0,0.0,0.0,-0.84,6.97,0.0
20220120:2311,0.0,0.0,0.0,-1.06,6.97,0.0
20220121:0011,0.0,0.0,0.0,-1.39,6.97,0.0
20220121:0111,0.0,0.0,0.0,-1.67,6.97,0.0
20220121:0211,0.0,0.0,0.0,-2.02,6.9,0.0
20220121:0311,0.0,0.0,0.0,-2.23,6.76,0.0
20220121:0411,0.0,0.0,0.0,-2.53,6.55,0.0
20220121:0511,0.0,0.0,0.0,-2.75,6.41,0.0
20220121:0611,0.0,0.0,0.0,-3.02,6.28,0.0
20220121:0711,0.0,0.0,0.0,-3.25,6.0,0.0
20220121:0811,206.45,235.2,3.74,-3.5,5.72,0.0
20220121:0911,318.35,350.81,7.82,-3.25,5.79,0.0
20220121:1011,370.91,406.59,10.24,-2.82,6.0,0.0
20220121:1111,300.06,332.38,10.8,-2.39,6.07,0.0
20220121:1211,224.48,253.7,9.45,-2.17,6.0,0.0
20220121:1311,198.9,227.34,6.31,-2.2,6.0,0.0
20220121:1411,0.0,0.83,1.62,-2.6,5.86,0.0
20220121:1511,0.0,0.0,0.0,-3.08,5.72,0.0
20220121:1611,0.0,0.0,0.0,-3.35,5.72,0.0
20220121:1711,0.0,0.0,0.0,-3.57,5.79,0.0
20220121:1811,0.0,0.0,0.0,-3.78,5.86,0.0
20220121:1911,0.0,0.0,0.0,-3.47,6.0,0.0
20220121:2011,0.0,0.0,0.0,-3.51,5.86,0.0
20220121:2111,0.0,0.0,0.0,-3.74,5.72,0.0
20220121:2211,0.0,0.0,0.0,-3.92,5.72,0.0
20220121:2311,0.0,0.0,0.0,-4.0,5.59,0.0
20220122:0011,0.0,0.0,0.0,-4.07,5.38,0.0
20220122:0111,0.0,0.0,0.0,-4.2,5.1,0.0
20220122:0211,0.0,0.0,0.0,-4.52,4.83,0.0
20220122:0311,0.0,0.0,0.0,-4.86,4.69,0.0
20220122:0411,0.0,0.0,0.0,-5.19,4.48,0.0
20220122:0511,0.0,0.0,0.0,-5.55,4.14,0.0
20220122:0611,0.0,0.0,0.0,-5.81,3.93,0.0
20220122:0711,0.0,0.0,0.0,-5.3,3.79,0.0
20220122:0811,5.91,16.14,3.93,-5.27,3.38,0.0
20220122:0911,15.66,29.59,8.03,-4.96,2.9,0.0
20220122:1011,19.14,34.07,10.46,-4.43,2.69,0.0
20220122:1111,15.58,29.59,11.03,-3.99,2.69,0.0
20220122:1211,2.55,10.76,9.69,-3.46,2.48,0.0
20220122:1311,0.33,6.28,6.55,-3.23,2.21,0.0
20220122:1411,0.0,0.83,1.86,-3.31,2.21,0.0
20220122:1511,0.0,0.0,0.0,-3.3,2.34,0.0
20220122:1611,0.0,0.0,0.0,-3.19,2.34,0.0
20220122:1711,0.0,0.0,0.0,-3.13,2.55,0.0
20220122:1811,0.0,0.0,0.0,-3.02,2.69,0.0
20220122:1911,0.0,0.0,0.0,-3.4,2.83,0.0
20220122:2011,0.0,0.0,0.0,-3.47,2.62,0.0
20220122:2111,0.0,0.0,0.0,-3.15,2.48,0.0
20220122:2211,0.0,0.0,0.0,-3.4,2.76,0.0
20220122:2311,0.0,0.0,0.0,-3.4,2.76,0.0
20220123:0011,0.0,0.0,0.0,-3.64,2.76,0.0
20220123:0111,0.0,0.0,0.0,-3.72,2.76,0.0
20220123:0211,0.0,0.0,0.0,-3.49,2.62,0.0
20220123:0311,0.0,0.0,0.0,-3.08,2.76,0.0
20220123:0411,0.0,0.0,0.0,-2.44,2.83,0.0
20220123:0511,0.0,0.0,0.0,-1.87,3.1,0.0
20220123:0611,0.0,0.0,0.0,-1.24,3.38,0.0
20220123:0711,0.0,0.0,0.0,-1.6,3.1,0.0
20220123:0811,1.12,8.07,4.13,-1.49,3.1,0.0
20220123:0911,12.63,26.0,8.24,-0.86,3.1,0.0
20220123:1011,23.71,40.34,10.68,-0.26,2.62,0.0
20220123:1111,17.96,33.17,11.26,0.45,2.41,0.0
20220123:1211,2.97,11.65,9.93,0.92,2.41,0.0
20220123:1311,1.53,8.97,6.79,0.94,2.9,0.0
20220123:1411,0.0,0.83,2.09,0.57,3.03,0.0
20220123:1511,0.0,0.0,0.0,0.06,3.1,0.0
20220123:1611,0.0,0.0,0.0,0.2,3.1,0.0
20220123:1711,0.0,0.0,0.0,0.17,3.17,0.0
20220123:1811,0.0,0.0,0.0,0.22,3.17,0.0
20220123:1911,0.0,0.0,0.0,-0.17,3.17,0.0
20220123:2011,0.0,0.0,0.0,0.14,3.24,0.0
20220123:2111,0.0,0.0,0.0,0.34,3.59,0.0
20220123:2211,0.0,0.0,0.0,0.64,3.79,0.0
20220123:2311,0.0,0.0,0.0,0.88,3.72,0.0
20220124:0011,0.0,0.0,0.0,1.13,3.72,0.0
20220124:0111,0.0,0.0,0.0,1.23,3.93,0.0
20220124:0211,0.0,0.0,0.0,1.29,4.21,0.0
20220124:0311,0.0,0.0,0.0,1.62,4.48,0.0
20220124:0411,0.0,0.0,0.0,2.09,4.76,0.0
20220124:0511,0.0,0.0,0.0,2.39,5.03,0.0
20220124:0611,0.0,0.0,0.0,2.37,5.1,0.0
20220124:0711,0.0,0.0,0.0,2.59,5.17,0.0
20220124:0811,0.0,3.59,4.33,2.68,5.31,0.0
20220124:0911,1.5,8.97,8.45,2.81,5.38,0.0
20220124:1011,3.44,12.55,10.91,2.97,5.31,0.0
20220124:1111,3.96,13.45,11.5,3.15,5.31,0.0
20220124:1211,2.92,11.65,10.17,3.38,5.24,0.0
20220124:1311,9.17,21.52,7.04,3.45,5.17,0.0
20220124:1411,0.0,1.65,2.34,3.34,5.1,0.0
20220124:1511,0.0,0.0,0.0,3.33,4.97,0.0
20220124:1611,0.0,0.0,0.0,3.44,4.69,0.0
20220124:1711,0.0,0.0,0.0,3.2,4.28,0.0
20220124:1811,0.0,0.0,0.0,2.79,3.93,0.0
20220124:1911,0.0,0.0,0.0,2.02,3.86,0.0
20220124:2011,0.0,0.0,0.0,1.78,3.79,0.0
20220124:2111,0.0,0.0,0.0,1.56,3.59,0.0
20220124:2211,0.0,0.0,0.0,1.47,3.45,0.0
20220124:2311,0.0,0.0,0.0,1.24,3.38,0.0
20220125:0011,0.0,0.0,0.0,0.9,3.38,0.0
20220125:0111,0.0,0.0,0.0,0.44,3.38,0.0
20220125:0211,0.0,0.0,0.0,0.06,3.38,0.0
20220125:0311,0.0,0.0,0.0,-0.27,3.45,0.0
20220125:0411,0.0,0.0,0.0,-0.54,3.45,0.0
20220125:0511,0.0,0.0,0.0,-0.77,3.24,0.0
20220125:0611,0.0,0.0,0.0,-0.91,2.83,0.0
20220125:0711,0.0,0.0,0.0,-0.89,2.83,0.0
20220125:0811,281.26,320.06,4.54,-0.83,2.9,0.0
20220125:0911,436.7,489.76,8.68,-0.49,2.76,0.0
20220125:1011,493.03,555.25,11.15,0.04,2.62,0.0
20220125:1111,523.07,592.86,11.75,0.55,2.34,0.0
20220125:1211,392.48,443.44,10.42,0.81,2.41,0.0
20220125:1311,381.35,431.87,7.29,0.6,2.28,0.0
20220125:1411,0.0,1.65,2.59,-0.06,2.21,0.0
20220125:1511,0.0,0.0,0.0,-0.79,2.07,0.0
20220125:1611,0.0,0.0,0.0,-1.32,1.86,0.0
20220125:1711,0.0,0.0,0.0,-1.76,1.66,0.0
20220125:1811,0.0,0.0,0.0,-2.08,1.59,0.0
20220125:1911,0.0,0.0,0.0,-2.28,1.86,0.0
20220125:2011,0.0,0.0,0.0,-2.36,2.0,0.0
20220125:2111,0.0,0.0,0.0,-2.25,2.28,0.0
20220125:2211,0.0,0.0,0.0,-1.92,2.55,0.0
20220125:2311,0.0,0.0,0.0,-1.6,3.03,0.0
20220126:0011,0.0,0.0,0.0,-1.35,3.52,0.0
20220126:0111,0.0,0.0,0.0,-1.13,3.86,0.0
20220126:0211,0.0,0.0,0.0,-0.84,4.07,0.0
20220126:0311,0.0,0.0,0.0,-0.49,4.48,0.0
20220126:0411,0.0,0.0,0.0,-0.53,4.62,0.0
20220126:0511,0.0,0.0,0.0,-0.44,4.62,0.0
20220126:0611,0.0,0.0,0.0,-0.04,4.83,0.0
20220126:0711,0.0,0.0,0.0,0.6,5.03,0.0
20220126:0811,0.0,4.48,4.75,1.19,4.97,0.0
20220126:0911,1.98,9.86,8.91,1.87,4.76,0.0
20220126:1011,24.14,41.24,11.39,2.31,4.55,0.0
20220126:1111,6.79,17.93,12.0,2.71,4.28,0.0
20220126:1211,13.69,27.79,10.68,3.0,4.07,0.0
20220126:1311,1.07,8.07,7.54,3.15,3.93,0.0
20220126:1411,0.0,2.48,2.84,3.09,3.72,0.0
20220126:1511,0.0,0.0,0.0,2.76,3.45,0.0
20220126:1611,0.0,0.0,0.0,2.12,3.24,0.0
20220126:1711,0.0,0.0,0.0,1.38,3.1,0.0
20220126:1811,0.0,0.0,0.0,0.75,3.31,0.0
20220126:1911,0.0,0.0,0.0,0.28,3.66,0.0
20220126:2011,0.0,0.0,0.0,0.05,3.66,0.0
20220126:2111,0.0,0.0,0.0,-0.09,3.31,0.0
20220126:2211,0.0,0.0,0.0,-0.31,3.31,0.0
20220126:2311,0.0,0.0,0.0,-0.37,3.52,0.0
20220127:0011,0.0,0.0,0.0,-0.31,3.52,0.0
20220127:0111,0.0,0.0,0.0,-0.12,3.31,0.0
20220127:0211,0.0,0.0,0.0,-0.06,3.31,0.0
20220127:0311,0.0,0.0,0.0,0.23,3.52,0.0
20220127:0411,0.0,0.0,0.0,0.7,3.93,0.0
20220127:0511,0.0,0.0,0.0,1.3,4.28,0.0
20220127:0611,0.0,0.0,0.0,1.37,4.21,0.0
20220127:0711,0.0,0.0,0.0,1.73,3.79,0.0
20220127:0811,3.99,13.45,4.97,1.93,4.41,0.0
20220127:0911,17.84,33.17,9.14,1.86,4.21,0.0
20220127:1011,11.78,25.1,11.64,2.1,3.86,0.0
20220127:1111,25.55,43.03,12.25,2.51,3.79,0.0
20220127:1211,8.57,20.62,10.94,3.14,3.93,0.0
20220127:1311,1.06,8.07,7.8,3.58,3.38,0.0
20220127:1411,0.0,2.69,3.1,3.43,2.34,0.0
20220127:1511,0.0,0.0,0.0,3.0,1.79,0.0
20220127:1611,0.0,0.0,0.0,2.53,2.48,0.0
20220127:1711,0.0,0.0,0.0,1.82,3.66,0.0
20220127:1811,0.0,0.0,0.0,1.06,4.41,0.0
20220127:1911,0.0,0.0,0.0,1.13,4.83,0.0
20220127:2011,0.0,0.0,0.0,1.02,5.17,0.0
20220127:2111,0.0,0.0,0.0,0.96,5.66,0.0
20220127:2211,0.0,0.0,0.0,0.85,5.93,0.0
20220127:2311,0.0,0.0,0.0,0.58,5.93,0.0
20220128:0011,0.0,0.0,0.0,0.23,5.93,0.0
20220128:0111,0.0,0.0,0.0,0.0,6.0,0.0
20220128:0211,0.0,0.0,0.0,-0.15,6.0,0.0
20220128:0311,0.0,0.0,0.0,-0.29,6.0,0.0
20220128:0411,0.0,0.0,0.0,-0.48,5.72,0.0
20220128:0511,0.0,0.0,0.0,-0.29,5.45,0.0
20220128:0611,0.0,0.0,0.0,0.11,5.66,0.0
20220128:0711,0.0,0.0,0.0,0.73,6.28,0.0
20220128:0811,189.04,220.82,5.2,0.82,6.21,0.0
20220128:0911,105.41,131.32,9.38,0.86,6.34,0.0
20220128:1011,615.66,685.65,11.89,1.03,6.21,0.0
20220128:1111,604.37,676.81,12.52,1.19,5.17,0.0
20220128:1211,533.79,595.79,11.2,1.25,5.31,0.0
20220128:1311,453.34,506.88,8.07,1.06,5.03,0.0
20220128:1411,0.68,7.17,3.36,0.5,4.69,0.0
20220128:1511,0.0,0.0,0.0,-0.22,4.28,0.0
20220128:1611,0.0,0.0,0.0,-0.7,4.28,0.0
20220128:1711,0.0,0.0,0.0,-0.88,4.21,0.0
20220128:1811,0.0,0.0,0.0,-1.12,3.79,0.0
20220128:1911,0.0,0.0,0.0,-1.29,3.38,0.0
20220128:2011,0.0,0.0,0.0,-1.37,2.97,0.0
20220128:2111,0.0,0.0,0.0,-1.43,2.97,0.0
20220128:2211,0.0,0.0,0.0,-1.24,2.97,0.0
20220128:2311,0.0,0.0,0.0,-0.96,3.38,0.0
20220129:0011,0.0,0.0,0.0,-0.76,3.86,0.0
20220129:0111,0.0,0.0,0.0,-0.58,4.21,0.0
20220129:0211,0.0,0.0,0.0,-0.36,4.34,0.0
20220129:0311,0.0,0.0,0.0,-0.18,4.69,0.0
20220129:0411,0.0,0.0,0.0,0.05,5.1,0.0
20220129:0511,0.0,0.0,0.0,0.27,5.59,0.0
20220129:0611,0.0,0.0,0.0,0.56,6.14,0.0
20220129:0711,0.0,0.0,0.0,0.92,6.69,0.0
20220129:0811,0.0,5.38,5.43,0.99,6.28,0.0
20220129:0911,6.27,17.03,9.63,1.03,6.48,0.0
20220129:1011,10.56,23.31,12.15,1.23,6.34,0.0
20220129:1111,11.18,24.21,12.78,1.53,6.48,0.0
20220129:1211,10.51,23.31,11.47,1.95,6.41,0.0
20220129:1311,1.51,8.97,8.34,2.38,6.34,0.0
20220129:1411,0.0,2.69,3.62,2.87,6.07,0.0
20220129:1511,0.0,0.0,0.0,3.46,5.86,0.0
20220129:1611,0.0,0.0,0.0,4.38,6.07,0.0
20220129:1711,0.0,0.0,0.0,4.99,6.62,0.0
20220129:1811,0.0,0.0,0.0,4.93,6.41,0.0
20220129:1911,0.0,0.0,0.0,4.61,5.79,0.0
20220129:2011,0.0,0.0,0.0,4.33,5.17,0.0
20220129:2111,0.0,0.0,0.0,4.2,5.03,0.0
20220129:2211,0.0,0.0,0.0,4.18,5.79,0.0
20220129:2311,0.0,0.0,0.0,3.56,6.76,0.0
20220130:0011,0.0,0.0,0.0,2.3,6.97,0.0
20220130:0111,0.0,0.0,0.0,1.56,7.17,0.0
20220130:0211,0.0,0.0,0.0,1.06,7.24,0.0
20220130:0311,0.0,0.0,0.0,0.9,8.07,0.0
20220130:0411,0.0,0.0,0.0,0.82,8.97,0.0
20220130:0511,0.0,0.0,0.0,0.59,9.79,0.0
20220130:0611,0.0,0.0,0.0,0.3,10.0,0.0
20220130:0711,0.0,0.0,0.0,0.21,9.79,0.0
20220130:0811,17.17,31.92,5.67,-0.17,9.59,0.0
20220130:0911,40.72,60.25,9.88,-0.47,8.69,0.0
20220130:1011,60.52,82.58,12.41,-0.59,8.9,0.0
20220130:1111,11.97,25.1,13.06,-0.6,9.03,0.0
20220130:1211,4.62,14.34,11.75,-0.76,8.97,0.0
20220130:1311,37.75,56.68,8.61,-1.02,8.62,0.0
20220130:1411,0.0,3.59,3.89,-1.09,9.45,0.0
20220130:1511,0.0,0.0,0.0,-1.25,8.48,0.0
20220130:1611,0.0,0.0,0.0,-1.11,8.48,0.0
20220130:1711,0.0,0.0,0.0,-1.01,8.0,0.0
20220130:1811,0.0,0.0,0.0,-0.85,7.66,0.0
20220130:1911,0.0,0.0,0.0,-0.63,6.97,0.0
20220130:2011,0.0,0.0,0.0,-0.81,6.41,0.0
20220130:2111,0.0,0.0,0.0,-1.09,6.07,0.0
20220130:2211,0.0,0.0,0.0,-1.3,5.86,0.0
20220130:2311,0.0,0.0,0.0,-1.58,5.66,0.0
20220131:0011,0.0,0.0,0.0,-1.76,5.52,0.0
20220131:0111,0.0,0.0,0.0,-1.99,5.24,0.0
20220131:0211,0.0,0.0,0.0,-2.18,4.9,0.0
20220131:0311,0.0,0.0,0.0,-2.38,4.9,0.0
20220131:0411,0.0,0.0,0.0,-2.56,4.83,0.0
20220131:0511,0.0,0.0,0.0,-2.73,4.76,0.0
20220131:0611,0.0,0.0,0.0,-2.82,4.69,0.0
20220131:0711,0.0,0.0,0.0,-2.4,4.69,0.0
20220131:0811,88.6,112.27,5.92,-2.32,4.55,0.0
20220131:0911,37.24,56.0,10.14,-2.23,5.38,0.0
20220131:1011,21.82,37.65,12.69,-2.35,5.52,0.0
20220131:1111,28.44,45.72,13.33,-2.38,5.45,0.0
20220131:1211,16.85,31.38,12.03,-2.43,5.38,0.0
20220131:1311,16.17,30.48,8.89,-2.57,5.38,0.0
20220131:1411,0.0,3.59,4.16,-2.82,5.45,0.0
20220131:1511,0.0,0.0,0.0,-3.1,5.59,0.0
20220131:1611,0.0,0.0,0.0,-3.31,5.45,0.0
20220131:1711,0.0,0.0,0.0,-3.43,5.17,0.0
20220131:1811,0.0,0.0,0.0,-3.6,4.83,0.0
20220131:1911,0.0,0.0,0.0,-3.66,4.41,0.0
20220131:2011,0.0,0.0,0.0,-3.83,4.41,0.0
20220131:2111,0.0,0.0,0.0,-3.89,4.34,0.0
20220131:2211,0.0,0.0,0.0,-4.02,4.34,0.0
20220131:2311,0.0,0.0,0.0,-4.17,4.41,0.0
20220201:0011,0.0,0.0,0.0,-4.34,4.28,0.0
20220201:0111,0.0,0.0,0.0,-4.43,4.0,0.0
20220201:0211,0.0,0.0,0.0,-4.46,3.59,0.0
20220201:0311,0.0,0.0,0.0,-4.56,3.38,0.0
20220201:0411,0.0,0.0,0.0,-4.71,3.24,0.0
20220201:0511,0.0,0.0,0.0,-4.9,3.03,0.0
20220201:0611,0.0,0.0,0.0,-5.05,2.9,0.0
20220201:0711,0.0,0.0,0.0,-5.81,2.62,0.0
20220201:0811,201.45,229.45,6.17,-5.91,2.28,0.0
20220201:0911,528.05,583.2,10.41,-5.47,2.28,0.0
20220201:1011,647.75,726.26,12.96,-4.81,2.07,0.0
20220201:1111,648.24,733.24,13.62,-4.13,1.66,0.0
20220201:1211,612.5,695.28,12.31,-3.72,1.24,0.0
20220201:1311,441.84,495.9,9.17,-3.59,1.1,0.0
20220201:1411,225.25,259.57,4.44,-3.65,1.31,0.0
20220201:1511,0.0,0.0,0.0,-4.14,1.59,0.0
20220201:1611,0.0,0.0,0.0,-4.49,1.86,0.0
20220201:1711,0.0,0.0,0.0,-4.73,2.07,0.0
20220201:1811,0.0,0.0,0.0,-4.73,2.21,0.0
20220201:1911,0.0,0.0,0.0,-4.93,2.55,0.0
20220201:2011,0.0,0.0,0.0,-4.96,2.48,0.0
20220201:2111,0.0,0.0,0.0,-4.92,2.48,0.0
20220201:2211,0.0,0.0,0.0,-5.0,2.69,0.0
20220201:2311,0.0,0.0,0.0,-5.05,2.83,0.0
20220202:0011,0.0,0.0,0.0,-4.95,2.9,0.0
20220202:0111,0.0,0.0,0.0,-5.04,2.9,0.0
20220202:0211,0.0,0.0,0.0,-5.1,2.9,0.0
20220202:0311,0.0,0.0,0.0,-5.27,2.9,0.0
20220202:0411,0.0,0.0,0.0,-5.39,2.83,0.0
20220202:0511,0.0,0.0,0.0,-5.66,2.83,0.0
20220202:0611,0.0,0.0,0.0,-5.93,2.9,0.0
20220202:0711,0.0,0.0,0.0,-6.14,3.17,0.0
20220202:0811,351.6,387.67,6.43,-6.05,3.1,0.0
20220202:0911,543.05,596.12,10.68,-5.43,3.17,0.0
20220202:1011,230.75,259.67,13.24,-4.65,3.24,0.0
20220202:1111,0.0,0.0,0.0,-3.88,3.45,0.0
20220202:1211,166.72,193.95,12.6,-3.44,3.52,0.0
20220202:1311,182.11,209.96,9.46,-3.33,3.52,0.0
20220202:1411,2.55,10.76,4.72,-3.53,3.38,0.0
20220202:1511,0.0,0.0,0.0,-4.07,3.1,0.0
20220202:1611,0.0,0.0,0.0,-4.73,2.76,0.0
20220202:1711,0.0,0.0,0.0,-5.23,2.55,0.0
20220202:1811,0.0,0.0,0.0,-5.55,2.34,0.0
20220202:1911,0.0,0.0,0.0,-5.48,2.0,0.0
20220202:2011,0.0,0.0,0.0,-5.44,1.86,0.0
20220202:2111,0.0,0.0,0.0,-5.28,1.93,0.0
20220202:2211,0.0,0.0,0.0,-4.98,2.21,0.0
20220202:2311,0.0,0.0,0.0,-4.53,2.28,0.0
20220203:0011,0.0,0.0,0.0,-4.17,2.28,0.0
20220203:0111,0.0,0.0,0.0,-4.13,2.21,0.0
20220203:0211,0.0,0.0,0.0,-4.06,2.14,0.0
20220203:0311,0.0,0.0,0.0,-4.09,2.0,0.0
20220203:0411,0.0,0.0,0.0,-4.12,1.72,0.0
20220203:0511,0.0,0.0,0.0,-4.06,1.52,0.0
20220203:0611,0.0,0.0,0.0,-4.15,1.38,0.0
20220203:0711,0.0,0.0,0.0,-4.81,1.31,0.0
20220203:0811,30.2,47.24,6.69,-5.03,1.17,0.0
20220203:0911,31.66,49.31,10.95,-4.35,0.97,0.0
20220203:1011,19.72,34.96,13.53,-3.37,1.03,0.0
20220203:1111,25.43,42.14,14.2,-2.5,1.17,0.0
20220203:1211,16.1,30.48,12.9,-2.07,1.38,0.0
20220203:1311,2.52,10.76,9.75,-2.01,1.59,0.0
20220203:1411,82.96,106.95,5.0,-2.36,1.72,0.0
20220203:1511,0.0,0.0,0.0,-2.89,2.07,0.0
20220203:1611,0.0,0.0,0.0,-3.03,2.28,0.0
20220203:1711,0.0,0.0,0.0,-2.87,2.55,0.0
20220203:1811,0.0,0.0,0.0,-2.5,3.03,0.0
20220203:1911,0.0,0.0,0.0,-2.45,3.59,0.0
20220203:2011,0.0,0.0,0.0,-1.64,4.14,0.0
20220203:2111,0.0,0.0,0.0,-0.9,4.62,0.0
20220203:2211,0.0,0.0,0.0,-0.14,4.9,0.0
20220203:2311,0.0,0.0,0.0,0.5,5.1,0.0
20220204:0011,0.0,0.0,0.0,0.96,5.52,0.0
20220204:0111,0.0,0.0,0.0,1.05,5.93,0.0
20220204:0211,0.0,0.0,0.0,1.18,6.07,0.0
20220204:0311,0.0,0.0,0.0,1.29,6.07,0.0
20220204:0411,0.0,0.0,0.0,1.27,6.21,0.0
20220204:0511,0.0,0.0,0.0,1.16,6.34,0.0
20220204:0611,0.0,0.0,0.0,1.46,6.21,0.0
20220204:0711,0.0,0.0,0.0,1.78,6.0,0.0
20220204:0811,2.45,10.76,6.96,2.05,5.72,0.0
20220204:0911,11.12,24.21,11.23,2.48,5.66,0.0
20220204:1011,22.67,39.45,13.82,2.77,5.79,0.0
20220204:1111,18.44,34.07,14.5,2.96,6.14,0.0
20220204:1211,11.09,24.21,13.2,2.99,6.14,0.0
20220204:1311,13.04,26.9,10.04,2.99,6.21,0.0
20220204:1411,0.29,6.28,5.29,2.88,6.28,0.0
20220204:1511,0.0,0.0,0.0,2.84,6.21,0.0
20220204:1611,0.0,0.0,0.0,2.92,5.93,0.0
20220204:1711,0.0,0.0,0.0,3.0,5.45,0.0
20220204:1811,0.0,0.0,0.0,3.01,4.97,0.0
20220204:1911,0.0,0.0,0.0,2.92,4.48,0.0
20220204:2011,0.0,0.0,0.0,2.71,3.72,0.0
20220204:2111,0.0,0.0,0.0,2.32,3.17,0.0
20220204:2211,0.0,0.0,0.0,1.67,2.69,0.0
20220204:2311,0.0,0.0,0.0,0.94,2.41,0.0
20220205:0011,0.0,0.0,0.0,0.44,2.9,0.0
20220205:0111,0.0,0.0,0.0,0.22,2.97,0.0
20220205:0211,0.0,0.0,0.0,0.04,3.03,0.0
20220205:0311,0.0,0.0,0.0,-0.08,3.24,0.0
20220205:0411,0.0,0.0,0.0,-0.32,3.66,0.0
20220205:0511,0.0,0.0,0.0,-0.59,4.0,0.0
20220205:0611,0.0,0.0,0.0,-1.02,4.0,0.0
20220205:0711,0.0,0.0,0.0,-1.07,3.86,0.0
20220205:0811,331.13,372.83,7.23,-0.78,4.0,0.0
20220205:0911,558.73,626.14,11.52,-0.01,4.0,0.0
20220205:1011,647.96,728.19,14.12,0.9,4.97,0.0
20220205:1111,686.23,774.5,14.8,1.55,5.24,0.0
20220205:1211,587.42,662.77,13.5,2.07,4.62,0.0
20220205:1311,465.53,524.06,10.34,2.23,4.69,0.0
20220205:1411,260.05,300.97,5.58,2.05,4.48,0.0
20220205:1511,0.0,0.0,0.0,1.48,4.41,0.0
20220205:1611,0.0,0.0,0.0,1.01,4.41,0.0
20220205:1711,0.0,0.0,0.0,0.81,4.55,0.0
20220205:1811,0.0,0.0,0.0,0.67,4.76,0.0
20220205:1911,0.0,0.0,0.0,0.67,4.55,0.0
20220205:2011,0.0,0.0,0.0,0.56,4.28,0.0
20220205:2111,0.0,0.0,0.0,0.51,4.21,0.0
20220205:2211,0.0,0.0,0.0,0.51,4.69,0.0
20220205:2311,0.0,0.0,0.0,0.52,5.17,0.0
20220206:0011,0.0,0.0,0.0,0.75,5.72,0.0
20220206:0111,0.0,0.0,0.0,0.92,6.55,0.0
20220206:0211,0.0,0.0,0.0,0.7,6.83,0.0
20220206:0311,0.0,0.0,0.0,0.94,6.55,0.0
20220206:0411,0.0,0.0,0.0,1.66,6.14,0.0
20220206:0511,0.0,0.0,0.0,1.74,6.0,0.0
20220206:0611,0.0,0.0,0.0,1.63,5.93,0.0
20220206:0711,0.0,0.9,1.83,1.64,5.93,0.0
